ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
150,106,-1,-1,43,58,107,910,51,60,1
-1,-1,-1,-1,-1,58,-1,-1,-1,-1,1
150,-1,893,67,43,58,107,-1,-1,-1,1
516,11,55,81,43,8,238,157,42,57,1
-1,-1,-1,-1,43,8,-1,-1,-1,-1,1
516,11,55,-1,43,8,238,-1,42,-1,1
516,11,55,81,43,8,238,157,-1,57,1
8,238,157,42,57,516,11,55,81,43,0
8,-1,-1,42,-1,-1,-1,-1,81,-1,0
8,238,157,42,57,-1,-1,55,-1,43,0
8,238,157,-1,-1,516,11,55,81,-1,0
83,59,134,18,526,150,245,69,901,40,1
83,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
83,59,134,18,-1,150,-1,69,-1,-1,1
-1,59,134,-1,526,-1,245,69,901,-1,1
150,245,69,901,40,83,59,134,18,526,0
150,-1,69,-1,-1,-1,59,-1,18,-1,0
-1,245,69,-1,40,83,-1,134,18,526,0
150,245,-1,901,40,83,-1,134,18,526,0
8,238,51,804,902,83,64,69,134,267,1
-1,-1,51,-1,-1,-1,-1,-1,134,-1,1
-1,-1,51,-1,902,83,-1,69,-1,-1,1
-1,238,-1,-1,-1,-1,64,-1,134,-1,1
83,64,69,134,267,8,238,51,804,902,0
83,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
83,64,69,134,267,8,238,-1,804,902,0
-1,64,-1,-1,-1,8,238,51,804,902,0
10,234,777,145,89,24,62,45,222,117,1
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,1
10,234,-1,145,89,24,62,45,222,117,1
-1,-1,-1,-1,-1,-1,-1,45,-1,-1,1
24,62,45,222,117,10,234,777,145,89,0
-1,62,45,-1,117,-1,-1,777,-1,-1,0
24,62,45,222,-1,10,234,777,-1,89,0
24,62,45,222,-1,10,234,777,145,-1,0
36,234,25,222,117,75,35,800,145,111,1
36,-1,-1,222,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,145,-1,1
-1,-1,-1,222,-1,-1,-1,-1,145,-1,1
75,35,800,145,111,36,234,25,222,117,0
-1,-1,800,145,111,-1,-1,-1,-1,-1,0
-1,-1,-1,145,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,111,36,234,-1,-1,-1,0
17,78,240,22,147,10,154,157,498,111,0
17,78,240,-1,147,10,154,157,498,111,0
17,78,240,22,147,-1,-1,157,498,111,0
-1,78,240,22,147,10,154,157,498,111,0
10,154,157,498,111,17,78,240,22,147,1
-1,-1,157,-1,111,-1,78,-1,22,147,1
10,154,-1,-1,111,17,-1,240,22,147,1
10,-1,-1,498,111,-1,78,-1,-1,-1,1
86,200,61,27,43,875,203,1,360,111,0
-1,200,-1,-1,43,875,203,1,360,111,0
86,200,61,-1,43,875,203,1,360,111,0
-1,-1,61,27,43,875,203,-1,-1,-1,0
875,203,1,360,111,86,200,61,27,43,1
-1,-1,1,-1,-1,-1,-1,-1,-1,43,1
875,-1,-1,-1,-1,86,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,61,-1,-1,1
82,107,61,222,267,24,25,800,51,54,1
-1,107,61,222,267,24,25,800,51,54,1
-1,107,61,222,-1,24,25,-1,51,54,1
-1,-1,61,222,-1,24,25,800,51,-1,1
24,25,800,51,54,82,107,61,222,267,0
-1,25,-1,-1,-1,82,-1,-1,-1,267,0
-1,25,-1,-1,-1,-1,107,61,-1,-1,0
24,-1,-1,51,54,82,-1,61,222,267,0
82,141,800,804,267,54,234,103,202,902,0
-1,-1,800,-1,-1,54,234,103,202,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,902,0
-1,141,-1,-1,267,54,-1,103,202,-1,0
54,234,103,202,902,82,141,800,804,267,1
54,-1,103,202,902,82,-1,800,804,-1,1
54,234,103,202,902,82,-1,800,804,267,1
-1,234,103,-1,-1,82,141,800,-1,-1,1
10,234,90,51,89,145,200,136,36,14,0
-1,234,-1,51,-1,-1,200,-1,-1,14,0
-1,-1,-1,-1,-1,-1,200,-1,-1,-1,0
-1,-1,90,-1,89,-1,-1,-1,36,14,0
145,200,136,36,14,10,234,90,51,89,1
145,200,136,36,14,10,234,-1,51,89,1
145,200,-1,36,14,10,234,90,51,89,1
145,-1,136,36,14,-1,-1,90,-1,89,1
23,107,7,804,78,54,234,800,119,83,1
23,107,-1,804,78,-1,234,-1,-1,83,1
23,107,-1,-1,78,54,-1,800,119,-1,1
23,107,7,-1,-1,-1,-1,-1,-1,83,1
54,234,800,119,83,23,107,7,804,78,0
54,234,800,119,83,-1,-1,-1,-1,78,0
-1,234,-1,-1,-1,-1,-1,-1,804,-1,0
-1,234,800,119,83,23,-1,7,804,78,0
36,76,166,895,518,86,234,63,119,412,0
36,76,166,895,518,86,234,63,-1,412,0
36,-1,-1,-1,-1,-1,-1,-1,-1,412,0
36,-1,166,895,-1,86,-1,63,-1,-1,0
86,234,63,119,412,36,76,166,895,518,1
86,234,63,-1,-1,36,76,166,895,518,1
86,-1,63,119,412,36,76,166,895,518,1
-1,234,63,119,412,36,-1,-1,895,-1,1
1,141,7,145,267,36,62,101,202,63,0
-1,141,7,145,267,-1,-1,101,202,-1,0
1,141,-1,145,-1,36,-1,101,-1,-1,0
-1,-1,7,-1,-1,36,62,-1,-1,-1,0
36,62,101,202,63,1,141,7,145,267,1
36,62,101,202,-1,-1,141,7,145,267,1
36,62,-1,-1,-1,1,-1,-1,145,-1,1
36,62,101,202,63,1,-1,7,145,-1,1
901,11,517,221,235,27,421,4,804,555,1
-1,-1,517,-1,-1,27,-1,-1,-1,555,1
901,-1,-1,221,235,27,421,4,804,555,1
901,-1,-1,221,-1,-1,421,-1,-1,555,1
27,421,4,804,555,901,11,517,221,235,0
-1,421,-1,-1,-1,-1,-1,-1,-1,235,0
-1,421,4,804,555,-1,11,517,221,235,0
27,-1,-1,804,555,901,11,517,-1,235,0
36,64,142,901,902,82,48,61,145,78,0
-1,64,142,-1,-1,-1,-1,61,-1,78,0
36,-1,-1,901,902,-1,-1,61,-1,-1,0
-1,64,-1,-1,-1,82,-1,61,-1,-1,0
82,48,61,145,78,36,64,142,901,902,1
82,-1,61,145,-1,36,64,-1,901,-1,1
-1,48,-1,-1,-1,-1,-1,-1,-1,-1,1
82,48,61,-1,78,36,64,142,901,-1,1
150,131,157,222,40,39,19,103,202,267,0
150,-1,-1,-1,-1,-1,-1,-1,-1,267,0
150,131,157,222,-1,39,19,103,202,267,0
-1,-1,-1,222,-1,-1,-1,103,-1,267,0
39,19,103,202,267,150,131,157,222,40,1
39,19,103,-1,-1,150,131,157,-1,-1,1
39,19,103,202,267,150,131,-1,222,40,1
39,-1,103,202,267,-1,131,157,222,40,1
58,121,90,22,800,36,11,3,18,267,0
58,121,90,-1,-1,-1,-1,-1,-1,-1,0
58,-1,-1,22,800,-1,11,3,18,267,0
-1,121,90,-1,-1,36,-1,3,18,-1,0
36,11,3,18,267,58,121,90,22,800,1
-1,11,-1,18,-1,-1,-1,90,-1,800,1
36,-1,-1,18,267,58,121,-1,-1,800,1
-1,-1,-1,-1,267,-1,-1,-1,-1,-1,1
86,104,61,22,902,897,233,112,222,26,0
86,104,-1,22,902,897,233,112,222,-1,0
-1,-1,61,-1,-1,897,233,112,-1,26,0
-1,104,-1,22,902,897,-1,-1,-1,26,0
897,233,112,222,26,86,104,61,22,902,1
-1,-1,-1,-1,-1,-1,104,-1,-1,-1,1
897,-1,112,222,-1,86,104,61,22,902,1
897,-1,-1,-1,-1,-1,104,-1,22,902,1
14,234,8,222,555,122,28,84,22,117,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,117,0
14,234,8,-1,555,122,-1,84,22,117,0
-1,-1,-1,222,555,122,28,84,22,117,0
122,28,84,22,117,14,234,8,222,555,1
122,28,84,-1,117,14,-1,8,222,555,1
-1,-1,-1,22,-1,-1,-1,-1,-1,-1,1
-1,28,-1,-1,-1,14,-1,-1,-1,-1,1
23,517,103,119,526,777,421,142,21,43,0
23,-1,103,119,526,-1,421,142,21,43,0
-1,517,-1,119,-1,777,421,142,21,-1,0
-1,-1,103,-1,-1,-1,-1,-1,-1,-1,0
777,421,142,21,43,23,517,103,119,526,1
-1,421,142,-1,-1,23,-1,103,119,-1,1
777,421,142,21,43,23,517,-1,119,-1,1
777,-1,-1,21,43,23,517,103,119,526,1
875,141,157,99,25,82,122,101,222,43,0
875,-1,-1,-1,25,82,122,101,-1,-1,0
-1,141,-1,-1,-1,82,-1,101,-1,43,0
-1,-1,-1,-1,-1,-1,-1,101,-1,-1,0
82,122,101,222,43,875,141,157,99,25,1
-1,-1,101,222,-1,875,-1,-1,-1,25,1
-1,122,-1,222,43,875,-1,157,-1,25,1
-1,-1,101,222,-1,875,-1,-1,-1,-1,1
157,36,34,901,412,10,35,14,202,143,1
157,-1,-1,-1,-1,-1,35,-1,-1,-1,1
-1,-1,34,-1,412,-1,-1,-1,-1,-1,1
157,36,-1,901,412,10,35,14,202,143,1
10,35,14,202,143,157,36,34,901,412,0
-1,35,14,202,-1,157,36,-1,-1,-1,0
10,35,-1,202,143,157,-1,-1,-1,412,0
10,-1,14,-1,143,157,36,34,901,412,0
83,32,99,222,34,98,48,166,51,201,0
-1,32,-1,-1,34,-1,48,-1,-1,201,0
-1,32,-1,222,-1,98,-1,166,51,201,0
-1,32,99,-1,34,98,48,-1,51,-1,0
98,48,166,51,201,83,32,99,222,34,1
98,48,166,-1,201,83,-1,-1,-1,34,1
98,48,166,51,201,83,-1,99,222,-1,1
98,-1,-1,51,-1,-1,-1,99,222,-1,1
67,59,711,804,888,875,104,85,145,223,1
67,-1,-1,-1,-1,-1,104,-1,-1,-1,1
67,59,-1,804,-1,-1,-1,85,145,223,1
-1,-1,711,-1,-1,875,104,-1,-1,-1,1
875,104,85,145,223,67,59,711,804,888,0
-1,104,85,-1,-1,67,59,711,804,888,0
875,104,85,-1,223,67,59,-1,-1,888,0
875,104,85,-1,223,67,59,-1,804,-1,0
1,62,90,67,117,517,64,103,202,111,1
-1,-1,-1,-1,-1,-1,64,103,-1,-1,1
-1,-1,-1,-1,-1,517,64,-1,-1,-1,1
1,-1,-1,67,-1,517,64,103,202,111,1
517,64,103,202,111,1,62,90,67,117,0
517,-1,-1,-1,-1,1,-1,-1,67,117,0
517,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,64,-1,-1,-1,-1,-1,-1,-1,-1,0
887,33,517,145,111,240,36,711,42,37,1
-1,-1,-1,-1,-1,-1,-1,711,42,37,1
-1,33,517,145,111,240,36,711,42,37,1
-1,-1,517,145,111,-1,36,711,42,37,1
240,36,711,42,37,887,33,517,145,111,0
240,36,-1,-1,37,-1,-1,517,-1,111,0
240,-1,-1,-1,-1,-1,-1,-1,145,111,0
240,36,711,-1,-1,-1,33,-1,145,-1,0
36,234,777,22,78,79,121,42,222,89,0
36,234,777,22,78,79,121,42,-1,89,0
-1,-1,-1,-1,-1,-1,121,42,222,89,0
-1,234,777,22,-1,-1,121,-1,-1,89,0
79,121,42,222,89,36,234,777,22,78,1
-1,-1,-1,222,89,36,234,777,22,78,1
79,121,-1,222,89,-1,234,777,22,78,1
-1,121,42,222,89,-1,-1,777,22,78,1
69,32,157,42,40,39,76,711,21,223,0
-1,32,-1,-1,-1,-1,-1,-1,21,-1,0
69,-1,-1,-1,-1,-1,-1,-1,-1,223,0
69,32,-1,42,40,39,-1,711,21,223,0
39,76,711,21,223,69,32,157,42,40,1
39,76,711,21,223,-1,32,157,-1,40,1
39,-1,-1,-1,-1,-1,-1,-1,-1,40,1
-1,76,-1,21,-1,-1,32,-1,-1,-1,1
36,62,112,21,412,67,24,134,236,50,1
-1,62,-1,-1,-1,-1,-1,-1,-1,-1,1
36,-1,112,-1,412,67,24,134,236,-1,1
-1,-1,112,-1,-1,67,24,-1,-1,50,1
67,24,134,236,50,36,62,112,21,412,0
-1,-1,-1,236,-1,-1,-1,112,-1,-1,0
67,24,-1,-1,-1,-1,-1,-1,21,-1,0
-1,24,-1,-1,-1,-1,-1,-1,21,-1,0
75,33,134,51,800,10,32,31,18,350,0
75,33,134,51,800,-1,-1,31,18,350,0
-1,-1,-1,51,-1,10,-1,31,18,350,0
-1,33,134,51,800,-1,-1,31,-1,-1,0
10,32,31,18,350,75,33,134,51,800,1
10,32,-1,18,350,-1,-1,134,-1,-1,1
10,32,31,18,350,-1,-1,134,51,-1,1
-1,-1,-1,-1,350,75,-1,134,-1,800,1
875,19,131,360,902,897,245,3,21,517,1
875,19,131,-1,902,-1,245,-1,-1,-1,1
-1,19,131,360,-1,-1,245,-1,21,-1,1
875,-1,131,-1,-1,-1,245,3,-1,517,1
897,245,3,21,517,875,19,131,360,902,0
-1,245,3,21,517,875,-1,131,360,-1,0
897,245,3,21,517,-1,19,131,-1,-1,0
-1,245,-1,-1,517,875,19,-1,-1,-1,0
1,121,7,51,143,8,233,134,222,223,1
1,121,7,51,143,-1,-1,134,-1,-1,1
1,121,-1,51,143,-1,-1,134,-1,223,1
1,-1,7,51,143,-1,-1,134,-1,223,1
8,233,134,222,223,1,121,7,51,143,0
8,233,134,-1,-1,-1,121,7,-1,-1,0
-1,-1,-1,-1,-1,1,121,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,143,0
420,141,69,67,267,86,24,105,21,412,0
420,-1,-1,67,267,86,-1,-1,21,-1,0
-1,-1,-1,67,-1,-1,-1,105,-1,412,0
-1,-1,69,67,-1,-1,-1,-1,-1,412,0
86,24,105,21,412,420,141,69,67,267,1
-1,-1,-1,-1,-1,-1,141,69,-1,-1,1
86,24,105,21,-1,-1,-1,69,67,267,1
-1,-1,-1,21,-1,-1,141,-1,-1,267,1
86,11,136,21,161,114,233,157,115,57,0
86,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
86,-1,-1,21,161,-1,-1,-1,-1,-1,0
-1,11,-1,-1,161,-1,-1,-1,-1,57,0
114,233,157,115,57,86,11,136,21,161,1
114,233,157,115,57,86,-1,136,21,161,1
114,233,-1,115,57,86,11,136,21,161,1
114,233,-1,-1,-1,-1,-1,-1,-1,-1,1
86,245,7,222,267,10,19,90,202,235,0
-1,-1,-1,-1,-1,10,-1,-1,202,235,0
86,245,-1,222,-1,10,19,90,202,235,0
-1,245,-1,222,267,-1,-1,-1,202,-1,0
10,19,90,202,235,86,245,7,222,267,1
-1,19,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,86,-1,7,-1,267,1
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,1
41,24,136,235,888,875,80,7,222,78,1
-1,-1,136,-1,-1,875,80,-1,222,78,1
-1,24,136,235,888,875,80,7,222,78,1
-1,-1,-1,235,-1,-1,-1,-1,222,-1,1
875,80,7,222,78,41,24,136,235,888,0
-1,-1,-1,222,78,41,24,136,-1,-1,0
875,80,-1,-1,78,41,-1,-1,235,888,0
-1,-1,-1,-1,78,41,-1,-1,235,888,0
31,24,127,222,53,83,78,163,498,50,1
-1,-1,127,222,53,-1,78,-1,498,50,1
-1,24,-1,-1,-1,83,-1,163,-1,-1,1
31,24,127,222,53,83,78,163,498,-1,1
83,78,163,498,50,31,24,127,222,53,0
-1,-1,-1,498,-1,-1,-1,-1,-1,53,0
83,78,163,498,50,-1,24,127,-1,53,0
83,78,-1,-1,-1,31,24,-1,222,-1,0
54,2,893,22,89,85,427,800,145,111,1
54,-1,893,-1,89,85,-1,800,145,111,1
-1,-1,-1,22,89,-1,427,800,-1,111,1
-1,-1,-1,-1,-1,-1,427,-1,145,-1,1
85,427,800,145,111,54,2,893,22,89,0
-1,-1,-1,-1,-1,-1,-1,-1,22,-1,0
-1,-1,-1,-1,-1,54,-1,-1,-1,89,0
85,427,-1,145,111,54,2,893,22,89,0
58,234,90,110,201,17,35,7,51,350,1
-1,234,90,110,-1,-1,35,7,51,350,1
-1,-1,-1,-1,-1,-1,35,-1,-1,350,1
58,234,90,110,201,17,35,-1,51,350,1
17,35,7,51,350,58,234,90,110,201,0
17,35,7,-1,350,-1,234,90,110,201,0
17,-1,7,-1,-1,-1,234,90,-1,201,0
-1,-1,-1,51,-1,-1,234,-1,-1,201,0
86,24,103,498,555,31,234,7,145,89,1
-1,24,103,-1,-1,31,-1,7,145,89,1
86,24,-1,498,555,-1,234,7,145,89,1
86,-1,103,498,555,31,-1,-1,145,-1,1
31,234,7,145,89,86,24,103,498,555,0
31,234,7,145,89,86,24,103,498,-1,0
-1,234,7,145,-1,86,-1,103,-1,555,0
31,-1,7,145,89,86,24,-1,498,-1,0
133,64,517,18,80,245,233,45,22,53,1
133,-1,517,-1,80,245,233,45,22,53,1
-1,-1,-1,18,80,-1,-1,-1,-1,53,1
-1,64,517,-1,80,-1,-1,-1,-1,53,1
245,233,45,22,53,133,64,517,18,80,0
-1,-1,45,-1,-1,133,-1,517,-1,-1,0
-1,233,45,-1,-1,133,64,517,18,80,0
-1,233,-1,-1,-1,133,-1,517,-1,80,0
86,245,30,498,111,60,517,55,236,57,1
-1,245,-1,-1,-1,60,517,55,-1,57,1
86,245,30,-1,-1,-1,-1,-1,-1,-1,1
-1,245,-1,-1,-1,60,-1,-1,236,57,1
60,517,55,236,57,86,245,30,498,111,0
-1,-1,-1,-1,57,-1,-1,-1,-1,-1,0
60,517,55,236,57,86,-1,30,498,111,0
-1,-1,-1,236,-1,-1,-1,-1,-1,-1,0
82,427,142,81,16,106,60,134,429,555,0
-1,-1,-1,81,16,-1,60,-1,429,-1,0
-1,-1,142,-1,-1,-1,-1,-1,-1,555,0
-1,427,-1,-1,-1,106,60,134,-1,555,0
106,60,134,429,555,82,427,142,81,16,1
106,60,134,429,-1,82,427,142,81,16,1
106,60,-1,-1,555,82,427,142,81,-1,1
-1,60,134,429,555,-1,427,-1,81,16,1
266,102,101,901,22,106,11,55,119,25,1
266,102,101,-1,-1,-1,11,55,119,25,1
266,-1,101,-1,22,106,11,-1,-1,25,1
266,102,101,901,22,106,-1,55,-1,25,1
106,11,55,119,25,266,102,101,901,22,0
106,-1,-1,-1,25,266,102,-1,901,22,0
-1,-1,-1,-1,-1,266,-1,101,-1,22,0
106,-1,55,-1,25,-1,-1,-1,901,-1,0
150,25,910,21,57,1,122,800,67,63,0
-1,25,910,21,-1,-1,122,-1,67,-1,0
-1,-1,910,21,57,-1,122,-1,-1,63,0
-1,-1,-1,21,-1,-1,122,-1,-1,63,0
1,122,800,67,63,150,25,910,21,57,1
-1,-1,-1,-1,-1,-1,-1,910,-1,-1,1
-1,-1,-1,-1,63,-1,25,-1,21,-1,1
1,-1,-1,-1,-1,-1,25,-1,21,-1,1
86,5,711,51,555,31,62,55,110,497,0
-1,-1,-1,51,555,31,-1,-1,-1,-1,0
-1,5,711,-1,555,31,62,55,110,497,0
86,-1,711,51,-1,31,62,-1,-1,497,0
31,62,55,110,497,86,5,711,51,555,1
-1,62,-1,110,497,-1,5,711,-1,555,1
-1,-1,-1,110,-1,-1,5,-1,-1,-1,1
31,62,55,110,497,-1,5,-1,51,555,1
74,875,103,203,79,67,35,90,22,267,1
-1,-1,103,-1,-1,67,35,-1,-1,267,1
-1,-1,103,203,-1,67,35,-1,-1,-1,1
-1,875,103,203,79,-1,35,90,-1,267,1
67,35,90,22,267,74,875,103,203,79,0
-1,35,90,22,267,-1,-1,-1,203,-1,0
-1,35,-1,-1,-1,-1,-1,-1,-1,-1,0
67,35,90,22,-1,74,-1,-1,-1,-1,0
875,234,103,145,12,23,131,157,222,78,1
-1,-1,-1,145,12,-1,131,-1,222,78,1
875,234,103,-1,-1,23,131,157,222,78,1
875,-1,103,145,12,23,131,-1,-1,78,1
23,131,157,222,78,875,234,103,145,12,0
-1,-1,157,-1,78,875,-1,103,-1,-1,0
-1,-1,-1,-1,-1,-1,234,103,145,-1,0
23,131,-1,-1,-1,-1,-1,103,-1,-1,0
86,35,910,51,44,106,5,99,222,111,0
-1,-1,910,-1,-1,106,5,-1,222,-1,0
86,35,-1,51,44,106,5,99,222,111,0
-1,-1,-1,-1,44,-1,5,-1,-1,-1,0
106,5,99,222,111,86,35,910,51,44,1
106,-1,99,222,111,86,35,910,51,44,1
-1,-1,-1,-1,-1,86,35,-1,51,-1,1
106,5,-1,222,111,86,35,910,51,44,1
1,234,90,81,497,72,517,238,51,26,1
-1,-1,-1,-1,-1,-1,-1,-1,51,-1,1
-1,-1,90,-1,497,-1,517,-1,-1,-1,1
1,234,-1,81,497,-1,517,238,51,26,1
72,517,238,51,26,1,234,90,81,497,0
72,-1,-1,51,-1,-1,-1,90,-1,497,0
-1,517,238,51,26,-1,234,90,81,497,0
-1,-1,238,-1,-1,-1,-1,-1,-1,-1,0
5,234,157,202,412,54,517,39,22,26,1
-1,-1,-1,-1,412,-1,-1,39,-1,26,1
-1,-1,157,-1,412,-1,517,-1,-1,26,1
-1,-1,-1,-1,412,-1,-1,-1,-1,26,1
54,517,39,22,26,5,234,157,202,412,0
-1,517,-1,-1,26,-1,234,157,202,412,0
54,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,517,-1,22,-1,5,234,157,202,-1,0
266,48,101,202,516,10,36,90,222,902,0
266,48,101,202,516,-1,36,90,222,902,0
266,48,-1,202,516,10,36,90,222,902,0
266,48,101,202,516,-1,-1,90,-1,902,0
10,36,90,222,902,266,48,101,202,516,1
10,36,90,222,902,266,48,101,202,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,516,1
-1,-1,-1,222,-1,-1,-1,101,202,516,1
11,77,893,222,80,86,876,7,145,89,1
11,-1,-1,-1,80,86,-1,7,-1,89,1
11,-1,893,222,-1,-1,876,7,145,89,1
-1,-1,893,-1,80,86,-1,-1,145,89,1
86,876,7,145,89,11,77,893,222,80,0
86,-1,-1,145,89,11,77,893,-1,80,0
86,-1,-1,-1,89,11,-1,-1,-1,-1,0
86,876,7,145,89,11,77,893,222,-1,0
122,19,82,81,37,164,11,34,51,99,0
122,19,82,-1,37,164,11,34,51,99,0
122,19,82,-1,37,164,11,34,51,-1,0
-1,-1,-1,-1,-1,164,-1,-1,-1,-1,0
164,11,34,51,99,122,19,82,81,37,1
-1,-1,-1,-1,-1,-1,-1,82,-1,-1,1
164,11,-1,51,-1,122,-1,82,-1,-1,1
-1,-1,-1,51,-1,122,19,82,81,37,1
14,36,90,498,98,10,48,84,222,32,0
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,10,-1,-1,-1,-1,0
14,36,-1,498,-1,-1,-1,-1,-1,-1,0
10,48,84,222,32,14,36,90,498,98,1
10,48,84,222,32,14,36,90,-1,98,1
-1,48,-1,222,-1,-1,36,90,-1,98,1
10,48,84,-1,32,14,36,90,498,98,1
36,24,136,901,63,77,11,61,523,267,1
36,24,-1,-1,63,77,11,-1,523,267,1
-1,24,136,901,63,77,11,61,-1,267,1
36,24,136,-1,63,77,11,61,523,267,1
77,11,61,523,267,36,24,136,901,63,0
-1,-1,-1,-1,267,-1,-1,-1,-1,-1,0
-1,11,61,523,-1,-1,-1,-1,901,-1,0
-1,-1,61,-1,-1,36,-1,-1,-1,63,0
39,5,61,21,526,31,64,163,901,412,0
39,-1,61,21,526,31,-1,-1,901,-1,0
-1,-1,61,-1,-1,31,-1,163,-1,-1,0
-1,-1,-1,-1,-1,31,-1,-1,901,-1,0
31,64,163,901,412,39,5,61,21,526,1
31,64,163,901,412,-1,5,61,21,526,1
31,64,163,901,-1,39,5,61,21,526,1
-1,64,-1,901,412,39,-1,-1,-1,526,1
86,876,69,22,16,113,64,910,51,201,0
86,-1,-1,-1,-1,-1,64,-1,-1,201,0
86,-1,69,22,16,113,64,910,51,201,0
86,876,69,22,16,113,64,-1,51,201,0
113,64,910,51,201,86,876,69,22,16,1
113,-1,-1,-1,-1,-1,-1,-1,-1,16,1
113,64,910,51,-1,86,876,69,-1,16,1
-1,64,-1,-1,201,86,-1,-1,22,16,1
78,75,45,910,412,80,56,268,67,201,1
-1,-1,45,-1,-1,-1,-1,-1,-1,-1,1
78,75,45,910,412,80,56,-1,67,201,1
78,75,45,-1,412,80,56,-1,67,201,1
80,56,268,67,201,78,75,45,910,412,0
-1,56,268,67,201,78,75,45,910,412,0
-1,56,268,-1,201,-1,-1,45,-1,412,0
80,-1,268,-1,201,-1,75,45,910,412,0
799,200,134,222,74,86,245,10,81,143,0
799,200,134,222,-1,86,-1,-1,-1,-1,0
799,-1,134,-1,-1,86,-1,10,81,-1,0
799,200,134,222,74,-1,245,10,81,143,0
86,245,10,81,143,799,200,134,222,74,1
-1,-1,-1,-1,-1,-1,200,-1,-1,-1,1
-1,245,-1,-1,-1,799,200,-1,-1,-1,1
86,245,10,81,143,799,200,134,222,-1,1
14,30,777,221,53,799,80,7,804,201,1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,30,-1,221,-1,-1,80,-1,-1,-1,1
-1,-1,-1,-1,53,-1,-1,-1,804,201,1
799,80,7,804,201,14,30,777,221,53,0
799,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
799,80,7,804,-1,14,30,777,-1,53,0
799,80,-1,804,201,14,-1,777,221,53,0
14,24,134,21,63,122,107,7,81,201,1
14,-1,134,21,63,122,107,-1,81,201,1
-1,-1,-1,-1,-1,122,107,7,81,-1,1
14,-1,134,21,63,-1,-1,7,-1,-1,1
122,107,7,81,201,14,24,134,21,63,0
-1,-1,-1,-1,201,14,24,134,-1,63,0
-1,107,-1,81,-1,-1,-1,134,21,-1,0
122,107,7,81,201,14,-1,134,21,63,0
17,80,90,145,267,54,238,75,21,117,0
-1,80,-1,-1,-1,54,-1,-1,21,117,0
17,80,-1,145,267,54,-1,-1,-1,117,0
-1,80,90,145,-1,-1,238,75,-1,117,0
54,238,75,21,117,17,80,90,145,267,1
-1,238,-1,-1,-1,17,-1,-1,-1,267,1
54,238,-1,21,117,17,80,-1,145,267,1
-1,238,-1,21,117,17,-1,-1,145,267,1
54,76,800,145,44,516,80,901,202,43,1
-1,76,-1,-1,44,-1,-1,-1,-1,43,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,43,1
54,-1,800,145,44,516,80,901,-1,43,1
516,80,901,202,43,54,76,800,145,44,0
-1,80,-1,-1,43,54,-1,800,-1,-1,0
516,-1,901,202,43,54,76,800,145,44,0
516,-1,-1,202,43,54,76,-1,145,-1,0
875,24,45,145,267,86,91,25,222,888,1
-1,24,45,-1,267,-1,-1,25,-1,-1,1
875,24,45,145,267,86,91,-1,222,888,1
-1,24,45,145,267,-1,-1,25,222,-1,1
86,91,25,222,888,875,24,45,145,267,0
86,-1,25,222,888,875,-1,45,-1,267,0
-1,-1,-1,-1,-1,-1,-1,-1,145,-1,0
-1,91,-1,222,888,875,-1,-1,-1,-1,0
427,141,777,21,267,54,64,157,222,412,0
-1,-1,-1,-1,267,54,-1,-1,-1,-1,0
427,-1,-1,21,-1,-1,-1,-1,222,-1,0
427,-1,777,21,267,54,64,157,222,412,0
54,64,157,222,412,427,141,777,21,267,1
54,-1,-1,-1,-1,427,-1,-1,-1,-1,1
-1,64,157,222,-1,427,141,-1,-1,267,1
-1,64,-1,222,412,427,-1,777,21,-1,1
23,64,134,18,78,17,76,517,901,412,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,412,1
-1,-1,-1,18,-1,17,76,517,901,412,1
23,-1,-1,-1,-1,-1,76,-1,-1,412,1
17,76,517,901,412,23,64,134,18,78,0
-1,-1,517,901,-1,-1,-1,-1,18,-1,0
-1,-1,-1,-1,-1,-1,64,134,-1,-1,0
17,76,-1,-1,412,23,64,134,-1,78,0
98,64,90,236,78,92,36,161,901,111,1
98,-1,90,236,78,92,36,161,901,111,1
